"NKE.Adjusted","IXIC.Adjusted"
NA,NA
-0.00871466332515224,-0.00275440423296893
-0.00490329241675501,-0.00631956181434483
0.00464578669184348,-0.00320487777464629
0.0241680630702264,0.0229986529332832
-0.00579784175004419,-0.00482003674581774
0.0191555137816313,0.00413532845312017
-0.00884354080363447,-0.0012741521256808
0.00262382561019371,-0.00334653231938046
0.00137167900570453,0.000898804309773466
-0.00462128945940042,-0.0111256621365103
0.0176205640579967,0.0233172353688799
0.000122933502767436,-0.00802021081442347
-0.00394331443635863,0.00126356088069206
0.0128812893203432,0.00762293346195178
-0.000731599137438623,0.000174914659528157
-0.00109846852630363,0.00646850198994821
0.0015861912393593,0.00959436826651385
-0.00305268673416403,-0.0023992486463494
0.00280885511181641,0.0136173051895724
-0.00415491452049568,0.00480455932716604
-0.0114540378453649,-0.0177773810323121
0.00629741240296603,0.00835253026298385
0.010652126104023,0.000927395333470902
-0.00231669029403406,0.00798535613134054
0.00158571508347608,0.00461153800637718
-0.0028071409199889,0.00258210250762219
-0.00970226267812249,0.00238772686118659
0.000986819972871495,0.00164055530648274
0.00406030773770487,1.58710849811628e-05
-0.00418364983092606,-0.00102541741739813
0.00798288248371918,0.0113847526409054
0.000978132956705624,0.00266073445255236
0.0191242942813609,0.014487511004368
0.00835723006584751,0.000636070699127854
-0.00596232563991982,0.000414833412222979
-0.00491583865861465,-0.00663816138995173
0.00813986925982403,0.00614579393203807
-0.0025067146112531,-0.00906069684580602
-0.0126286509242688,-0.0147074170980121
-0.00997452211852522,-0.00174478057100817
-0.0158958653301652,-0.0176501287661937
0.0108709796326494,0.0024949907815164
0.0131821990896513,0.015385769900556
0.0397009294118324,0.00147847029464941
0.00128107680345618,0.0055047732233518
-0.00771116935878064,-0.0147487417608759
0.0147857241531946,0.0191230504104863
-0.00660909267193961,-0.00337164445672523
-0.00935018068505564,-0.00369189907604469
0.0113258695023753,-0.0107457030424347
0.0173797450768501,0.0202873049813925
0.00570916506295707,0.0116676891018736
-0.00342156673433755,0.00468394120146775
0.00228237716416161,0.00133424916467539
-0.00617429155872768,0.00137484566896849
0.0014898718590132,0.0040977934889965
0.00171636105765902,0.00287419047636632
0.00376563729035345,0.00794419214860028
0.0161558173339264,-0.00480010313389358
0.000560134063958275,0.00106996279223052
-0.00787136659384331,-0.00400386435046798
0.00731123252988508,0.00764680600558134
0.00914776302405475,0.00214379318351224
0.0024400223589287,0.0024903368969094
0.0222390333662643,0.00678936982341809
-0.0597109747314538,0.00144963790257754
-0.0104046387148823,-0.00220340871524286
-0.00255993649256317,0.00062627516426654
0.00580855229087724,-0.00164728500047104
-0.0123545320777275,0.00151977271989626
0.00573008735883072,-0.0014821836722733
-0.00397247398484903,-0.00380367203911976
0.00781295266424036,0.0144639802952904
-0.024933594237757,-0.00382299352849079
0.00652854930847133,0.00778313421615861
-0.00903258202054654,0.00284176626654558
-0.00274975595140685,-0.00248287463352106
0.00763271336783817,0.0017113856313712
-0.00178371347259556,0.00332927301193648
-0.003457457129639,0.00751723306592378
-0.0140721038439532,-0.00074554383490155
0.0181245195041867,0.00728886996463794
-0.000118983666749337,0.00382168988694994
-0.00476979606134671,-0.0147474685272429
-0.00707737597760243,-0.00776115336980191
-0.00931247573801311,-0.00546922559815275
0.004364698870198,0.0103605673648457
0.00265790220157787,0.000625349852883272
0.0134230501499143,0.00741931500451077
-0.0147511568041573,0.00574365936329632
-0.0159535549129433,-0.0251347302361475
0.0124437912531478,0.00489707996551451
0.0128894050750401,0.0187520928174995
0.00429956378679992,-0.000592603571403336
-0.00131181868857909,0.00156986355177844
0.022886405071931,0.00558381448920897
0.00882498383174282,0.00529054854365188
0.00242478575261487,0.00468016095479961
0.00620836485006023,-0.00285707656160868
-0.00528615324913881,0.000494624277154298
-0.00670525944129089,0.00678229863817929
-0.00511690465033942,0.00275120625056874
-0.00256822974630914,-0.00456454246704177
0.00233506507415702,0.00753477791094444
0.00337622203224354,0.00212829137217055
0.0317995257493695,0.00083659362004624
-0.0180634992846904,-0.0277387728969755
-0.0119941536743906,-0.0122021704256488
0.00382137983367415,0.00546062980360187
0.0167339845529614,0.0156374044577194
0.011863837032108,0.000438576606926809
-0.0150515273292645,-0.0162549627179054
0.00715797019359388,0.00388668610896969
0.0204661308578496,0.0182704404761035
0.000445144206358758,-0.00503996590071761
-0.010738344705863,-0.0141188322149525
0.00303189820862591,0.00730857023750941
-0.00269457958624536,-0.00509292427967888
-0.00869419710704612,-0.0185966733172838
-0.0115199765683659,0.0053871584152459
-0.0110740407219491,-0.00540568825335544
-0.0102600579024338,-0.0125329556932035
-0.00599473940764668,-0.0191181352000783
0.00693185216250971,0.00732173706109984
-0.0960247271027733,0.0028864706205641
-0.0097131960585092,0.0181498025013757
-0.0182551600943009,-0.00305804994546829
0.0231883664331274,0.00536213688146549
-0.00636570477885914,0.0140285050063124
-0.000912679641268207,0.0024236388392275
-0.0100952044063501,-0.00452346955839997
0.00617407911982406,0.00955255646611283
0.00509440180954821,0.0071924043427913
-0.0137752710591748,0.00154017185163561
0.0109046860407903,0.00306248132184964
0.0114331998009525,-0.000147041562013083
0.00669498958710543,0.000716797109847039
0.00945086571925914,0.00308714663011044
-0.00739989388460529,-0.00131529730598823
-0.00900441844738057,-0.00563788900712764
0.00951652519507532,-0.00320966574083346
0.000895542671885404,-0.0096877181222759
0.0153547338487676,0.00607667650446211
0.00840179455903732,-0.000470883825077177
-0.0170018286434413,0.0016036330451864
